age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
20,1,0,High School,Unemployed,53,Same Religion,1,5,2,Collaborative,5,0,1,0,4,5,Love,1,0,3,1
24,9,0,PhD,Unemployed,61,Same Religion,1,7,5,Passive,6,0,0,0,5,2,Love,1,0,6,1
27,2,2,Bachelor,Full-time,91,Same Religion,0,9,3,Avoidant,6,0,0,0,3,0,Love,0,0,7,0
29,7,2,Bachelor,Part-time,52,Same Religion,0,9,1,Collaborative,7,0,0,0,5,4,Love,0,0,5,1
26,7,3,High School,Unemployed,68,Not Religious,1,5,2,Avoidant,9,0,0,0,9,4,Arranged,0,0,4,0
29,3,2,High School,Part-time,82,Same Religion,1,8,2,Aggressive,5,0,0,1,4,4,Love,1,0,3,0
21,29,2,Bachelor,Full-time,69,Same Religion,1,8,1,Avoidant,4,0,1,1,9,3,Love,1,0,5,1
35,18,2,Master,Part-time,50,Different Religion,0,8,4,Passive,5,1,0,0,5,1,Love,1,0,7,1
27,12,1,High School,Full-time,34,Same Religion,1,7,1,Collaborative,2,0,0,0,4,5,Love,1,0,6,0
33,1,1,Bachelor,Unemployed,84,Same Religion,1,8,2,Collaborative,5,1,0,0,6,5,Love,0,0,6,1
29,1,2,High School,Full-time,39,Different Religion,0,6,1,Passive,1,0,1,1,6,3,Love,1,0,5,0
30,6,0,Bachelor,Full-time,52,Same Religion,0,5,1,Collaborative,8,0,0,0,6,3,Love,1,0,4,1
30,1,4,PhD,Full-time,61,Not Religious,1,2,2,Passive,8,1,1,0,3,3,Love,0,1,7,1
30,38,0,Master,Part-time,85,Same Religion,0,5,3,Collaborative,3,0,0,0,6,2,Love,1,0,8,0
31,1,1,Bachelor,Homemaker,80,Same Religion,1,5,1,Avoidant,2,0,0,1,3,2,Love,0,0,5,0
34,6,3,High School,Full-time,63,Different Religion,1,2,3,Collaborative,7,0,0,0,5,5,Love,1,0,7,1
28,4,1,High School,Full-time,84,Same Religion,0,6,1,Passive,1,0,0,0,5,1,Love,0,0,5,0
31,10,0,No Formal Education,Full-time,89,Same Religion,1,8,4,Avoidant,3,0,0,1,4,1,Love,1,0,4,1
27,1,0,High School,Unemployed,50,Same Religion,1,4,1,Collaborative,2,1,0,0,8,2,Love,1,0,9,0
35,5,2,Master,Full-time,52,Not Religious,1,10,1,Avoidant,6,1,0,0,9,1,Love,1,0,6,0
24,3,0,Bachelor,Full-time,75,Different Religion,0,7,4,Collaborative,6,0,0,1,7,4,Love,1,0,8,0
37,21,2,No Formal Education,Part-time,94,Same Religion,1,8,1,Avoidant,5,0,0,0,4,2,Love,1,0,7,1
27,1,0,Bachelor,Full-time,46,Different Religion,1,6,0,Aggressive,5,0,1,0,6,3,Arranged,1,0,5,1
20,24,4,Bachelor,Full-time,23,Different Religion,1,4,0,Collaborative,6,0,0,1,8,6,Love,0,0,6,0
28,17,0,Bachelor,Full-time,73,Not Religious,1,7,1,Avoidant,5,0,0,0,7,5,Love,1,0,9,0
24,3,1,No Formal Education,Unemployed,87,Same Religion,1,8,0,Aggressive,9,0,0,0,10,3,Love,0,0,6,1
32,15,3,No Formal Education,Homemaker,63,Not Religious,1,6,4,Collaborative,7,0,0,1,3,8,Arranged,1,0,4,0
24,1,2,Master,Unemployed,113,Same Religion,1,7,0,Passive,3,0,0,0,4,4,Love,1,0,6,0
25,34,2,Master,Full-time,43,Not Religious,1,6,1,Avoidant,4,0,0,0,8,3,Love,1,0,8,1
18,7,2,Bachelor,Part-time,45,Same Religion,1,5,2,Avoidant,4,0,0,0,6,2,Love,1,0,8,0
25,3,2,Master,Full-time,45,Same Religion,1,7,5,Avoidant,2,0,0,0,4,4,Arranged,1,1,5,0
18,4,1,Master,Unemployed,62,Not Religious,1,5,1,Avoidant,8,0,0,0,5,2,Love,0,0,8,0
20,1,0,Bachelor,Part-time,62,Not Religious,1,8,1,Collaborative,7,0,1,0,6,2,Love,0,0,8,0
31,40,1,Bachelor,Homemaker,45,Same Religion,0,10,2,Passive,4,0,0,0,7,4,Love,1,0,8,0
31,1,1,Bachelor,Full-time,82,Same Religion,1,8,3,Collaborative,6,1,0,0,7,2,Love,1,0,3,0
30,10,1,Bachelor,Unemployed,65,Same Religion,1,6,4,Aggressive,4,0,0,0,10,3,Other,1,0,2,0
23,5,1,Master,Part-time,39,Same Religion,1,7,0,Collaborative,7,0,1,1,10,1,Arranged,0,0,10,1
27,29,1,Bachelor,Full-time,72,Same Religion,1,8,0,Avoidant,4,1,0,1,4,4,Love,1,0,6,1
27,2,1,High School,Part-time,52,Same Religion,0,6,2,Avoidant,1,1,0,0,7,3,Love,1,0,4,1
22,7,3,Bachelor,Homemaker,62,Same Religion,1,7,3,Collaborative,2,0,0,0,5,3,Love,1,0,5,0
35,6,2,High School,Homemaker,78,Same Religion,1,7,0,Avoidant,8,0,0,1,9,5,Love,0,0,6,0
32,12,6,Bachelor,Unemployed,80,Same Religion,1,7,1,Aggressive,4,0,0,1,5,3,Love,1,0,3,1
26,1,4,PhD,Full-time,78,Not Religious,0,6,5,Avoidant,6,0,0,0,4,4,Love,1,1,7,1
28,2,1,Bachelor,Homemaker,61,Same Religion,1,8,3,Passive,4,0,1,0,8,5,Love,1,0,7,1
29,2,1,Master,Part-time,41,Different Religion,1,9,0,Aggressive,1,1,1,0,9,2,Arranged,1,0,6,1
18,13,1,High School,Full-time,54,Not Religious,1,6,3,Aggressive,2,0,0,0,4,3,Love,0,0,8,1
26,2,2,PhD,Full-time,60,Same Religion,1,8,1,Avoidant,8,0,0,0,8,2,Love,1,0,5,0
24,8,1,Bachelor,Full-time,91,Same Religion,1,3,5,Avoidant,7,0,0,0,4,3,Love,1,0,7,0
22,2,6,High School,Full-time,49,Same Religion,1,7,3,Collaborative,1,0,0,0,5,6,Love,1,0,3,0
26,19,0,Bachelor,Unemployed,64,Same Religion,1,2,1,Passive,8,1,0,0,2,5,Love,1,0,5,1
36,28,3,No Formal Education,Full-time,35,Same Religion,1,4,1,Aggressive,4,0,0,0,8,2,Love,0,0,7,1
31,7,1,High School,Full-time,67,Same Religion,1,4,2,Collaborative,5,0,0,0,7,1,Love,0,0,4,0
25,4,1,Bachelor,Full-time,59,Not Religious,0,9,1,Avoidant,5,0,0,1,5,6,Love,1,0,7,0
30,2,1,PhD,Full-time,57,Same Religion,0,5,0,Avoidant,6,0,1,0,5,7,Love,1,0,3,1
34,1,1,High School,Full-time,77,Different Religion,1,6,1,Avoidant,7,0,0,0,6,6,Love,1,0,4,0
32,3,1,Bachelor,Full-time,46,Same Religion,1,6,2,Aggressive,4,1,0,0,6,1,Love,1,0,3,0
28,10,1,Bachelor,Full-time,88,Same Religion,0,3,1,Passive,8,0,0,0,7,1,Love,0,0,8,0
24,7,1,Bachelor,Part-time,45,Same Religion,0,7,0,Aggressive,8,0,0,1,4,2,Love,1,0,4,0
31,28,0,Bachelor,Full-time,87,Same Religion,1,6,2,Collaborative,6,0,0,0,7,5,Love,0,0,6,1
29,5,2,High School,Part-time,28,Not Religious,1,4,1,Passive,2,0,0,0,6,0,Love,1,0,5,0
32,11,1,Master,Full-time,66,Same Religion,0,9,1,Aggressive,6,0,0,0,3,2,Love,1,0,9,1
31,6,1,High School,Full-time,72,Same Religion,1,9,3,Aggressive,4,0,1,0,10,7,Arranged,1,0,8,1
33,7,0,Bachelor,Full-time,53,Same Religion,1,3,1,Avoidant,4,0,0,0,4,1,Love,0,0,7,1
25,3,1,Bachelor,Full-time,66,Same Religion,0,5,2,Aggressive,3,1,0,0,4,4,Arranged,1,0,10,0
34,6,0,Bachelor,Full-time,53,Different Religion,1,7,1,Collaborative,8,0,0,0,4,6,Love,0,0,6,0
28,6,3,Bachelor,Full-time,69,Different Religion,1,5,1,Collaborative,5,0,0,0,5,6,Love,1,1,4,0
38,12,4,Master,Full-time,65,Not Religious,1,6,4,Collaborative,8,1,0,0,4,1,Arranged,0,0,8,1
24,28,1,PhD,Unemployed,104,Same Religion,0,4,1,Avoidant,7,0,1,0,5,2,Love,1,0,3,1
36,3,0,Master,Full-time,32,Same Religion,0,4,0,Avoidant,3,0,0,0,7,5,Love,0,0,6,1
28,1,1,Bachelor,Homemaker,64,Same Religion,1,5,3,Collaborative,3,0,0,0,6,2,Love,0,1,7,1
24,6,2,Master,Unemployed,52,Different Religion,1,6,2,Passive,5,1,1,0,4,2,Love,0,0,7,0
25,7,0,PhD,Unemployed,62,Same Religion,1,6,1,Collaborative,5,1,0,0,7,3,Other,1,0,9,0
26,1,0,Bachelor,Full-time,57,Not Religious,0,4,3,Avoidant,4,0,0,0,8,3,Love,0,0,10,0
30,14,2,High School,Unemployed,53,Not Religious,1,4,1,Avoidant,8,1,0,0,5,3,Love,1,0,5,1
30,40,2,High School,Full-time,50,Not Religious,1,4,1,Passive,5,0,0,0,6,3,Arranged,1,0,7,0
25,29,2,Bachelor,Full-time,74,Same Religion,1,8,0,Avoidant,6,0,0,0,5,2,Arranged,1,0,7,0
27,2,1,PhD,Full-time,53,Same Religion,1,10,3,Avoidant,2,1,0,0,4,4,Arranged,0,0,7,0
38,20,2,Bachelor,Homemaker,60,Not Religious,0,7,2,Collaborative,1,1,0,0,2,3,Love,1,0,7,0
36,12,2,Bachelor,Full-time,64,Different Religion,1,1,3,Avoidant,7,0,0,0,5,3,Love,1,0,5,0
30,6,2,High School,Homemaker,46,Different Religion,0,7,1,Avoidant,2,0,0,0,10,1,Love,1,0,5,1
28,7,1,High School,Full-time,72,Same Religion,1,8,3,Avoidant,4,0,0,1,5,3,Love,1,0,3,1
28,18,2,Bachelor,Homemaker,41,Not Religious,1,5,1,Passive,5,0,0,0,4,4,Love,0,0,4,0
31,6,1,No Formal Education,Homemaker,70,Same Religion,0,8,2,Avoidant,5,0,0,0,7,1,Love,1,0,4,0
22,4,3,Bachelor,Homemaker,68,Same Religion,1,8,4,Passive,4,1,0,0,6,7,Arranged,1,0,5,0
26,6,1,Master,Full-time,57,Not Religious,1,9,0,Aggressive,3,0,0,0,7,6,Love,1,0,9,1
19,8,2,High School,Homemaker,38,Same Religion,0,5,2,Collaborative,4,1,0,0,7,3,Arranged,1,0,5,1
29,2,0,Bachelor,Homemaker,60,Different Religion,1,6,4,Passive,1,0,0,0,5,2,Other,1,0,9,0
31,23,0,Bachelor,Full-time,39,Same Religion,1,6,2,Collaborative,6,0,0,0,6,2,Arranged,1,1,2,0
25,11,3,Master,Full-time,58,Same Religion,1,9,3,Collaborative,6,0,0,0,9,1,Arranged,1,0,5,0
35,10,3,High School,Unemployed,76,Same Religion,0,5,1,Aggressive,6,0,0,0,6,6,Arranged,1,0,6,0
21,1,0,High School,Full-time,60,Same Religion,1,8,3,Aggressive,5,0,0,0,9,4,Arranged,0,0,9,1
20,9,1,High School,Unemployed,85,Same Religion,1,7,2,Collaborative,8,0,0,0,7,4,Love,0,0,8,0
29,1,1,PhD,Full-time,66,Same Religion,0,8,2,Passive,8,0,0,1,8,2,Other,0,0,8,0
33,1,3,High School,Part-time,75,Not Religious,1,8,2,Collaborative,8,0,0,1,7,2,Arranged,0,0,6,1
36,7,1,High School,Full-time,74,Same Religion,1,5,2,Avoidant,5,1,0,0,5,4,Arranged,1,0,6,0
25,5,1,Bachelor,Full-time,88,Not Religious,1,7,3,Aggressive,5,0,0,0,9,3,Love,1,0,9,0
33,8,1,Bachelor,Full-time,34,Same Religion,0,5,3,Passive,5,0,0,1,7,2,Love,1,0,6,1
27,1,3,Master,Unemployed,50,Different Religion,0,6,1,Avoidant,3,0,1,1,5,2,Love,1,0,6,0
27,5,4,PhD,Full-time,61,Same Religion,1,9,1,Aggressive,5,0,0,0,3,4,Love,0,0,5,0
32,1,0,Bachelor,Unemployed,76,Same Religion,1,5,1,Aggressive,5,0,1,0,8,2,Arranged,0,0,7,1
31,40,1,PhD,Unemployed,63,Different Religion,1,5,1,Avoidant,7,0,1,0,3,6,Love,0,0,5,1
20,8,1,Master,Full-time,60,Same Religion,1,6,2,Aggressive,8,0,0,0,4,3,Arranged,1,0,7,1
35,11,0,High School,Full-time,81,Not Religious,1,7,1,Collaborative,6,0,0,0,4,7,Love,0,0,6,1
34,3,0,PhD,Full-time,53,Same Religion,1,7,2,Collaborative,7,0,1,0,8,2,Arranged,0,0,8,0
24,1,2,Bachelor,Full-time,52,Not Religious,0,7,1,Collaborative,5,0,1,0,7,5,Arranged,1,0,5,0
29,37,1,Bachelor,Full-time,70,Same Religion,1,4,3,Collaborative,7,0,1,1,7,5,Love,1,0,6,0
30,3,2,Bachelor,Part-time,108,Same Religion,1,6,3,Collaborative,7,0,1,1,6,3,Love,0,0,7,0
29,5,2,Bachelor,Homemaker,60,Same Religion,1,9,1,Avoidant,9,0,0,0,6,3,Love,0,0,7,0
25,10,1,High School,Full-time,47,Same Religion,1,3,3,Collaborative,1,0,0,0,9,2,Arranged,0,0,7,1
24,1,1,Master,Part-time,49,Same Religion,1,7,2,Passive,6,0,0,0,3,2,Arranged,1,0,7,1
27,16,0,Master,Homemaker,53,Same Religion,0,6,3,Avoidant,4,1,0,0,9,3,Love,0,0,7,1
33,7,1,Master,Homemaker,87,Same Religion,1,7,1,Passive,6,0,1,0,6,0,Love,1,0,6,0
30,3,0,High School,Homemaker,53,Different Religion,1,6,2,Passive,6,0,0,1,9,4,Love,1,0,9,0
26,1,2,No Formal Education,Unemployed,66,Not Religious,1,3,3,Avoidant,3,0,0,0,7,2,Love,1,0,5,0
31,1,6,High School,Full-time,58,Same Religion,0,7,1,Passive,1,0,1,0,8,3,Arranged,0,0,7,0
18,22,2,Bachelor,Homemaker,34,Same Religion,1,4,4,Collaborative,6,0,0,1,7,7,Love,1,0,7,0
33,11,1,High School,Homemaker,53,Same Religion,1,4,0,Collaborative,4,0,0,0,4,3,Arranged,1,0,3,1
19,2,1,High School,Full-time,11,Not Religious,1,6,2,Aggressive,7,0,0,0,6,2,Love,1,0,5,0
26,1,5,Bachelor,Full-time,64,Same Religion,0,5,4,Collaborative,5,0,0,1,6,4,Arranged,1,0,9,0
22,11,0,Bachelor,Full-time,70,Different Religion,1,4,4,Collaborative,7,1,0,0,7,2,Love,1,0,7,0
21,8,4,Master,Full-time,43,Same Religion,1,5,1,Avoidant,6,0,0,0,7,4,Love,0,0,10,0
33,5,1,No Formal Education,Full-time,49,Same Religion,1,5,3,Collaborative,1,0,0,0,8,0,Love,1,0,5,0
25,4,0,Master,Part-time,33,Same Religion,1,9,2,Collaborative,5,1,0,1,7,3,Arranged,0,1,6,0
29,2,0,Bachelor,Part-time,16,Same Religion,1,7,2,Avoidant,5,0,0,0,6,2,Love,1,0,7,0
27,11,0,Master,Full-time,30,Same Religion,1,6,2,Passive,4,0,1,0,4,3,Love,0,1,5,1
30,35,1,Master,Full-time,73,Different Religion,1,8,1,Passive,6,1,0,0,8,4,Love,1,0,5,0
28,1,2,Bachelor,Unemployed,54,Same Religion,1,6,0,Collaborative,3,1,1,0,4,2,Arranged,1,0,4,1
21,9,0,Master,Full-time,64,Same Religion,0,5,1,Avoidant,9,0,0,0,7,1,Arranged,1,0,5,0
32,5,1,Bachelor,Full-time,101,Different Religion,1,8,1,Passive,2,1,0,1,8,5,Other,0,0,7,1
25,5,0,Bachelor,Part-time,80,Same Religion,1,5,3,Collaborative,1,0,0,0,7,3,Arranged,1,0,10,1
20,2,0,Bachelor,Full-time,71,Same Religion,1,4,1,Avoidant,6,0,0,1,4,4,Love,1,0,7,1
25,17,1,Bachelor,Full-time,50,Different Religion,1,7,1,Collaborative,10,1,1,1,6,3,Arranged,1,0,3,0
35,6,2,Master,Full-time,91,Different Religion,1,6,4,Avoidant,3,1,0,0,6,3,Arranged,1,0,6,0
32,7,2,Bachelor,Unemployed,85,Same Religion,1,6,2,Avoidant,6,0,0,1,6,3,Love,1,0,4,0
26,3,1,Bachelor,Part-time,78,Different Religion,1,5,3,Avoidant,8,0,0,0,7,2,Arranged,1,0,4,1
26,2,0,PhD,Full-time,60,Same Religion,0,7,2,Aggressive,4,1,0,1,8,4,Love,0,0,8,0
26,1,4,No Formal Education,Full-time,42,Same Religion,0,3,2,Passive,4,0,0,0,5,3,Love,1,0,6,1
38,12,4,High School,Part-time,90,Same Religion,0,2,1,Avoidant,8,0,0,0,7,1,Love,1,1,5,0
29,2,1,High School,Homemaker,77,Same Religion,1,5,2,Collaborative,6,0,0,1,7,4,Love,1,0,9,0
30,11,1,Bachelor,Part-time,56,Not Religious,1,7,4,Passive,6,0,0,0,8,2,Love,1,0,4,0
33,4,1,Bachelor,Unemployed,54,Different Religion,1,8,2,Collaborative,2,0,0,0,5,4,Love,1,0,5,0
29,5,1,High School,Part-time,36,Same Religion,1,7,2,Collaborative,6,0,0,0,6,4,Arranged,0,0,10,0
26,6,2,Bachelor,Unemployed,75,Same Religion,0,4,1,Passive,7,1,0,1,5,0,Love,0,0,8,0
27,4,0,Master,Homemaker,63,Not Religious,1,4,0,Collaborative,6,0,0,0,6,3,Love,0,0,7,0
27,1,1,Master,Unemployed,68,Not Religious,1,8,1,Collaborative,6,0,1,1,5,1,Love,0,0,8,1
27,3,1,Bachelor,Homemaker,79,Same Religion,1,8,1,Avoidant,9,1,0,1,5,2,Love,1,0,6,0
31,10,0,Bachelor,Full-time,74,Same Religion,0,7,3,Collaborative,6,1,0,0,9,2,Other,1,0,3,0
28,10,0,Bachelor,Homemaker,43,Different Religion,0,8,2,Collaborative,8,0,1,0,7,2,Love,0,0,6,1
31,3,3,High School,Part-time,60,Different Religion,1,6,0,Collaborative,7,1,0,0,4,2,Love,1,0,4,0
27,6,2,Bachelor,Homemaker,68,Same Religion,1,6,1,Aggressive,4,1,0,0,6,4,Love,0,0,7,1
28,2,1,High School,Full-time,70,Different Religion,1,6,0,Passive,6,0,0,0,4,3,Arranged,0,0,10,0
18,2,0,Bachelor,Part-time,28,Same Religion,1,7,1,Passive,6,1,0,0,6,3,Love,1,0,6,1
32,1,0,Bachelor,Unemployed,40,Same Religion,1,6,3,Avoidant,1,0,0,1,6,2,Arranged,1,0,6,1
29,22,0,Bachelor,Full-time,73,Same Religion,1,2,2,Collaborative,5,0,0,0,6,7,Arranged,0,0,7,1
32,2,1,Bachelor,Part-time,73,Same Religion,0,8,0,Passive,8,0,0,0,2,3,Arranged,1,0,8,1
18,2,0,Bachelor,Unemployed,92,Not Religious,0,7,3,Collaborative,3,1,0,0,3,3,Love,1,0,9,0
38,3,1,High School,Full-time,29,Same Religion,1,7,0,Collaborative,2,0,0,0,6,1,Love,1,0,7,0
27,1,0,High School,Full-time,78,Same Religion,1,9,3,Aggressive,6,0,0,0,8,1,Love,0,0,10,0
33,10,1,Bachelor,Part-time,68,Not Religious,1,4,1,Aggressive,2,0,0,0,6,1,Love,1,0,5,0
22,1,2,High School,Part-time,39,Same Religion,1,4,4,Aggressive,8,0,0,0,4,6,Love,1,0,6,0
31,1,1,High School,Full-time,25,Different Religion,1,7,3,Avoidant,4,1,0,0,4,2,Arranged,1,0,5,0
22,10,3,Bachelor,Full-time,79,Different Religion,1,4,1,Passive,7,1,0,0,8,3,Arranged,0,0,7,0
24,4,4,Master,Full-time,40,Same Religion,0,9,2,Aggressive,3,1,1,0,4,1,Arranged,1,0,10,0
37,12,3,Bachelor,Full-time,34,Same Religion,0,5,2,Aggressive,10,0,0,0,7,4,Arranged,0,0,5,0
27,8,1,Bachelor,Full-time,69,Not Religious,0,5,1,Collaborative,10,0,0,0,4,3,Arranged,1,0,7,1
29,2,1,PhD,Unemployed,60,Same Religion,1,5,1,Collaborative,8,0,0,0,5,3,Love,0,0,5,0
32,10,2,PhD,Part-time,71,Same Religion,0,5,0,Aggressive,3,0,0,0,8,3,Love,0,0,4,1
30,1,2,Bachelor,Unemployed,69,Not Religious,1,5,3,Passive,5,0,0,0,3,2,Arranged,1,0,6,1
28,7,1,Master,Full-time,127,Same Religion,1,5,1,Collaborative,1,1,0,0,4,2,Arranged,0,0,7,0
29,5,0,Bachelor,Full-time,74,Same Religion,1,5,2,Passive,8,1,0,0,8,2,Love,1,0,4,1
40,3,2,No Formal Education,Full-time,73,Different Religion,0,3,2,Collaborative,5,0,0,0,9,1,Love,1,0,8,0
27,9,0,Bachelor,Unemployed,42,Different Religion,1,7,1,Collaborative,5,0,0,0,8,3,Arranged,0,0,6,1
29,20,2,Master,Unemployed,91,Same Religion,1,5,1,Aggressive,3,0,0,1,7,4,Arranged,1,0,8,0
33,40,0,Master,Homemaker,50,Same Religion,1,6,0,Avoidant,7,0,0,0,2,1,Arranged,1,0,9,1
33,9,2,Bachelor,Full-time,42,Same Religion,1,4,4,Avoidant,6,0,0,0,4,7,Arranged,0,0,6,0
33,5,3,Master,Unemployed,56,Different Religion,1,3,3,Collaborative,5,1,0,0,7,2,Love,1,0,10,0
31,2,5,High School,Part-time,69,Not Religious,1,6,4,Avoidant,6,1,0,0,4,3,Love,0,0,7,1
22,2,1,High School,Unemployed,51,Same Religion,0,9,2,Passive,10,0,0,0,4,5,Arranged,0,0,6,0
36,6,2,Bachelor,Part-time,42,Different Religion,0,9,4,Collaborative,3,0,0,1,8,1,Arranged,0,1,5,0
22,4,1,PhD,Part-time,42,Same Religion,0,4,0,Avoidant,2,0,1,1,4,6,Arranged,1,0,4,0
29,24,0,Bachelor,Full-time,64,Not Religious,1,5,4,Aggressive,3,0,0,0,9,4,Arranged,0,0,6,1
24,4,2,Bachelor,Part-time,71,Same Religion,1,6,3,Collaborative,8,0,0,0,7,1,Arranged,1,0,6,1
27,4,1,Bachelor,Full-time,73,Different Religion,1,1,5,Collaborative,6,0,0,1,7,3,Love,0,0,4,1
29,4,1,High School,Full-time,29,Not Religious,0,5,1,Collaborative,3,0,0,0,6,3,Arranged,0,0,3,0
29,18,0,Bachelor,Full-time,43,Not Religious,1,6,2,Collaborative,6,0,0,1,10,0,Love,1,0,4,0
30,10,1,Master,Homemaker,79,Different Religion,1,6,2,Avoidant,4,1,0,0,7,3,Arranged,1,0,6,1
36,9,2,No Formal Education,Full-time,52,Different Religion,1,2,4,Collaborative,5,0,0,0,5,4,Love,0,0,3,0
30,4,2,High School,Homemaker,64,Not Religious,1,2,2,Collaborative,6,0,0,1,6,2,Love,1,0,5,0
26,17,1,Bachelor,Homemaker,113,Not Religious,1,3,3,Collaborative,3,0,0,0,7,1,Love,0,0,6,1
32,1,1,High School,Homemaker,15,Different Religion,1,6,1,Avoidant,1,1,0,0,7,1,Love,0,0,2,0
33,20,0,High School,Homemaker,57,Different Religion,1,4,2,Collaborative,6,1,0,0,7,2,Arranged,1,0,7,0
21,7,1,Bachelor,Homemaker,74,Same Religion,1,9,3,Passive,5,1,1,1,7,1,Arranged,1,0,7,1
30,5,2,Bachelor,Full-time,40,Same Religion,1,3,1,Aggressive,3,0,0,0,7,0,Love,1,0,5,0
31,6,1,High School,Full-time,57,Same Religion,1,8,3,Collaborative,6,0,0,0,3,1,Love,1,0,4,0
26,11,2,High School,Part-time,36,Same Religion,1,4,3,Aggressive,7,0,0,1,7,4,Arranged,1,0,6,1
34,1,2,Master,Full-time,72,Different Religion,0,10,0,Aggressive,1,0,0,0,8,2,Arranged,1,0,6,0
27,20,2,No Formal Education,Full-time,47,Same Religion,1,7,3,Collaborative,5,0,0,1,6,3,Love,1,0,6,0
28,5,1,Bachelor,Part-time,51,Same Religion,1,2,2,Passive,5,0,0,0,6,3,Love,1,0,9,1
27,4,0,Bachelor,Part-time,78,Same Religion,1,8,4,Avoidant,4,0,0,0,6,4,Other,1,0,5,1
28,1,3,High School,Homemaker,71,Same Religion,1,5,2,Passive,7,0,0,0,6,0,Love,1,0,5,1
22,5,5,PhD,Part-time,79,Same Religion,0,8,1,Collaborative,1,0,1,1,7,2,Love,1,0,5,1
20,6,0,Bachelor,Part-time,95,Not Religious,0,6,4,Aggressive,1,0,0,0,6,3,Love,1,0,4,0
35,5,0,Master,Full-time,61,Different Religion,0,5,2,Aggressive,1,0,0,0,6,4,Arranged,1,0,3,0
23,11,1,High School,Full-time,102,Same Religion,1,5,4,Collaborative,7,0,0,0,5,2,Arranged,1,0,6,1
23,5,2,Bachelor,Homemaker,64,Same Religion,1,4,1,Passive,4,0,0,0,4,0,Other,1,1,6,1
18,32,1,Bachelor,Full-time,86,Different Religion,0,5,0,Avoidant,4,0,0,0,3,2,Love,0,0,6,1
24,9,2,High School,Full-time,59,Different Religion,1,3,2,Collaborative,9,0,0,0,6,3,Love,0,0,2,1
21,16,4,High School,Part-time,77,Same Religion,0,5,2,Avoidant,6,0,0,0,5,3,Arranged,1,0,7,0
36,1,1,Bachelor,Full-time,51,Same Religion,0,6,2,Avoidant,8,1,0,1,9,5,Love,0,0,8,0
33,5,1,Master,Full-time,87,Same Religion,1,8,2,Collaborative,5,0,0,0,7,7,Love,0,0,8,0
24,4,2,High School,Full-time,83,Same Religion,1,9,0,Avoidant,1,0,0,0,6,3,Other,0,0,4,0
39,8,2,Bachelor,Full-time,56,Same Religion,1,6,1,Avoidant,4,1,0,0,6,3,Arranged,1,0,5,0
32,19,2,High School,Full-time,63,Different Religion,1,4,2,Avoidant,3,0,0,1,6,2,Love,1,0,4,0
26,1,1,High School,Homemaker,41,Not Religious,1,6,1,Avoidant,3,0,0,0,8,1,Arranged,1,0,2,1
18,1,2,Bachelor,Part-time,79,Same Religion,1,6,3,Collaborative,6,0,0,0,5,4,Love,1,0,7,0
39,18,0,Bachelor,Full-time,77,Different Religion,1,9,2,Collaborative,1,0,0,0,7,3,Love,0,0,8,0
21,2,0,Bachelor,Full-time,35,Not Religious,1,8,2,Collaborative,3,0,0,0,4,2,Arranged,1,0,9,0
19,11,3,Bachelor,Full-time,103,Different Religion,1,6,1,Aggressive,4,0,0,0,6,3,Arranged,1,0,7,0
33,7,5,Bachelor,Homemaker,68,Different Religion,0,9,3,Avoidant,7,1,0,0,4,2,Love,1,0,8,0
40,17,2,Bachelor,Full-time,55,Not Religious,0,5,1,Collaborative,10,0,0,0,3,2,Other,1,0,9,0
34,1,0,No Formal Education,Homemaker,84,Same Religion,1,7,0,Avoidant,1,0,0,1,10,1,Arranged,0,0,7,1
30,1,3,Bachelor,Full-time,50,Same Religion,0,5,7,Aggressive,5,1,0,0,7,3,Arranged,1,0,6,0
30,8,0,Master,Unemployed,86,Not Religious,1,5,2,Aggressive,4,0,0,0,6,1,Love,0,0,4,1
32,29,0,High School,Full-time,36,Same Religion,1,2,2,Aggressive,6,1,0,0,5,2,Love,0,0,5,1
31,5,0,Bachelor,Full-time,56,Different Religion,0,6,0,Collaborative,10,1,0,0,8,3,Love,0,1,8,1
29,3,1,Bachelor,Full-time,58,Not Religious,1,6,3,Avoidant,1,0,0,1,7,2,Love,0,0,7,0
28,9,3,Bachelor,Part-time,49,Same Religion,1,6,4,Aggressive,3,0,0,1,6,2,Love,1,0,9,0
27,26,2,Bachelor,Full-time,45,Same Religion,1,7,0,Collaborative,8,0,0,0,4,1,Arranged,1,0,5,0
24,18,0,High School,Full-time,50,Same Religion,0,8,1,Passive,6,1,0,1,8,5,Love,1,0,3,1
26,40,0,High School,Unemployed,49,Same Religion,1,6,1,Aggressive,7,0,0,1,6,6,Love,0,0,7,1
19,1,0,High School,Full-time,51,Same Religion,0,7,0,Aggressive,4,1,0,0,5,6,Love,1,0,8,1
27,1,0,Master,Full-time,89,Same Religion,1,7,4,Aggressive,7,0,0,0,6,3,Love,1,0,8,0
23,9,1,Master,Unemployed,69,Same Religion,1,8,1,Collaborative,7,0,1,0,9,0,Love,1,0,9,0
